Country,Year,Country_Code,Continent,Region,Population,GDP_Per_Capita,Per_Capita_Sugar_Consumption,Total_Sugar_Consumption,Sugar_From_Sugarcane,Sugar_From_Beet,Sugar_From_HFCS,Sugar_From_Other,Processed_Food_Consumption,Avg_Daily_Sugar_Intake,Diabetes_Prevalence,Obesity_Rate,Sugar_Imports,Sugar_Exports,Avg_Retail_Price_Per_Kg,Gov_Tax,Gov_Subsidies,Education_Campaign,Urbanization_Rate,Climate_Conditions,Sugarcane_Production_Yield
Japan,1996,JPN,Asia,East Asia,125726227.20885286,39457.66149496291,36.68739753054382,4612568.07762666,51.81589896084424,37.52416409584247,51.88735622737506,-41.22741928406177,274.86440055028345,100.52346923369008,5.500974352241177,17.412705957018336,3655085.8664672235,4493251.279208376,1.8994912250535647,0.0,0,1.0,51.74828815960001,3,71.26323233496605
India,1975,IND,Asia,South Asia,191117968.3910559,6549.994327611308,67.88882676083252,12974774.646982659,58.57396010304072,32.54131483274344,38.44639900927417,-29.561673945058317,253.5977351433012,186.01538532468112,10.539619793838675,20.23066757337508,9094688.71410096,3301692.6347353426,2.9951532552531623,0.0,0,0.0,38.008839576613404,1,85.02940944457276
Germany,1980,DEU,Europe,Western Europe,31745944.113479335,29420.287776943707,61.66597847620668,1957644.706408677,56.43649090610155,28.268194787841622,58.75629479502034,-43.460980488963514,63.59543051716885,168.9647810248063,15.87186143829528,39.050137899160774,1542903.805439676,5571676.331773948,0.9268482557449997,0.0,1,1.0,84.46246543590283,5,46.338154368742345
Russia,1972,RUS,Europe,Eastern Europe,28141030.802236684,4728.778503825306,65.36551022786111,1839452.8367261565,64.26374321031354,16.335875048868996,10.97513316533928,8.425248575478179,142.74279389652327,179.10149802433946,13.425026168026246,18.97337797949838,9928922.42474092,3736252.457446888,2.5226866111333344,0.0,1,1.0,51.22724383016485,1,43.45267204315219
Mexico,2017,MEX,North America,Central America,144495005.25085732,13397.28061508341,10.048975797026916,1452026.8105571424,72.50490312230477,34.490563600861066,39.46957198817775,-46.465038711343595,213.92203986201682,27.53419368385375,15.019871884462647,23.022765304219902,169881.75361236313,1741483.187619044,2.505077724976337,1.0,0,0.0,53.87109731141285,1,70.07092007196353
Japan,2015,JPN,Asia,East Asia,270161003.05820036,11022.29946801665,45.20774398087404,12213369.459871251,78.79919393337664,31.869008365964355,11.275410128100711,-21.94361242744172,216.5299918559785,123.86921850759488,14.421067004858779,38.585322037474945,3463440.054564989,7649601.56037711,3.981078061294934,1.0,1,1.0,70.30472203476273,5,86.50238206951349
Australia,1977,AUS,Oceania,Australia & New Zealand,195349911.05458498,28570.266487761106,19.521771849040107,3813576.394337886,86.11215188668571,20.85795699612353,38.33881369713056,-45.308922579939804,125.08329809757312,53.4896548663699,11.373088120621215,6.728853973626868,7446627.553968601,1079704.8961755973,4.437958291752473,0.0,0,1.0,46.26147475582492,4,45.80287307046308
China,1961,CHN,Asia,East Asia,201095710.37163067,42273.16773032741,31.275837441697238,6289436.74780575,56.34190532687513,11.910744203841272,29.506880540576788,2.2404699287068155,131.9542706106138,85.69579459025044,5.119432675500194,16.152442318339105,6018740.710787197,5655182.103718311,2.082091524334885,0.0,1,1.0,49.261978162273806,2,71.07408569205904
Japan,2015,JPN,Asia,East Asia,48144320.31177089,7074.075672750538,49.18376119447111,2367918.753084264,73.13134059661962,11.142990200754014,39.88085816490021,-24.155188962273854,177.4238934476632,134.76350567285084,14.578215562176796,12.13909314545769,3997499.1188200517,1594659.1788921072,1.1148554830379849,1.0,0,0.0,33.27144582028521,5,90.23070679810242
Russia,1992,RUS,Europe,Eastern Europe,136538028.83638284,38535.6281185307,42.62946842570653,5820543.58918879,72.18773310676133,22.086856676389143,43.51921724430196,-37.79380702745243,206.6173835144364,116.8047434864359,10.859410958013942,20.82138435929172,776476.9200600741,8005093.322446097,1.5517785039144614,0.0,0,0.0,60.09405292416656,5,56.28282828467616
Germany,2000,DEU,Europe,Western Europe,120836492.5503636,7581.77320842607,37.87260045653794,4576392.202929344,68.3389546128046,32.41928333469974,31.36982830483572,-32.12806625234006,31.302970525299827,103.77092525091396,8.742693550451683,9.160058867689798,9520223.075609114,4720280.457081818,2.1863409203059283,1.0,0,1.0,12.800717500058578,5,80.02075693056315
Australia,1977,AUS,Oceania,Australia & New Zealand,235110525.67950374,9888.74978599713,57.93914837063427,13622103.630842587,77.78330589297596,30.006283004036852,29.625162837868572,-37.41475173488138,196.9682396583752,158.7532665355379,9.839372418049717,21.116300327337743,8540137.168700887,6943325.61361533,1.1052031383958496,0.0,0,,19.386883551871954,5,78.18503467404884
Japan,1987,JPN,Asia,East Asia,42209404.934908144,45888.53976412576,49.36891091033542,2083832.3518097526,70.53444447694707,22.274750046425467,4.182401045538597,3.008404431088863,158.5527703910149,135.27081589431907,15.666386483890216,15.191339191523191,755298.6111945214,2603132.045350839,1.135179645681942,0.0,0,0.0,73.32696150858695,5,90.18765499817192
Indonesia,1996,IDN,Asia,Southeast Asia,162218111.1919105,981.5931975794053,58.367931916271026,9468335.669635516,72.00765591837532,12.154953629385936,21.824596756426143,-5.98720630418741,21.018583857300865,159.92813345058264,3.486291050694887,38.881522060592374,7525190.881729646,828707.1304663762,1.0923509027398681,0.0,1,1.0,68.10573378847181,2,61.4378084203241
China,1994,CHN,Asia,East Asia,273494099.26210666,10258.630041060165,65.57559602803236,17934538.56926249,86.13323993495332,13.373067028864279,18.117403204107305,-17.623710167924912,27.282896004405554,179.6771331168087,13.260774929178746,10.595713506984396,1665633.5346978856,3512522.673137043,1.385490830056034,,1,0.0,64.28065714812098,2,40.33307394432872
South Africa,1996,ZAF,Africa,Sub-Saharan Africa,267845507.006067,11170.026518281707,51.27810212723777,13734609.262578886,84.41088842590199,7.017311520541407,37.534786300502844,-28.96298624694623,67.82026698678754,140.5019998286315,13.086658727951786,21.258039591930935,9635748.14663419,4266370.50497507,1.8800601798876666,0.0,0,0.0,17.494464627874198,1,66.31899362752054
Japan,1971,JPN,Asia,East Asia,255848795.8145684,14453.087887358339,30.700701941434197,7854737.622377922,73.09336003468007,11.187864643461246,16.558197144491906,-0.8394218226332271,113.11823121978314,84.1199233195297,3.9454326097258714,29.001144936391043,665067.5043666022,7570880.98230377,3.498901137201002,0.0,1,0.0,16.94130382649992,5,75.16105529777727
Brazil,1999,BRA,South America,South America,113120608.56797864,18488.87950117459,18.830592713816486,2130128.107482665,56.24838626303445,5.446576227306278,13.941957703583848,24.36307980607542,230.62733051377174,51.59582403585718,14.99408376451521,26.106164442559756,1835922.9749506633,2709302.560603368,2.630660184429806,0.0,1,1.0,37.495823548266216,5,61.09507494413761
Brazil,1967,BRA,South America,South America,282389106.5058623,5607.311586017245,22.609495859403445,6384675.334284932,88.34805955776712,28.60731662392384,50.920866676551114,-67.87624285824205,101.27898249726846,61.950018654765444,8.962062871692979,16.592214111020713,7726888.4591544615,9162333.432034835,3.0221475367166266,0.0,0,0.0,38.30277496993712,5,36.608254006998706
Australia,2013,AUS,Oceania,Australia & New Zealand,241784852.0891522,23688.48685421018,30.78095487816613,7442368.622380265,74.90799727830108,25.58838431256887,49.70700100800114,-50.20338259887109,231.38686345173858,84.3398163661752,12.006104892232486,14.33473876060225,170772.80132998695,9216605.852820909,2.9606036570485483,0.0,0,0.0,45.51710194612353,2,78.2690866796672
Indonesia,1984,IDN,Asia,Southeast Asia,255491254.45303008,20267.84318451251,53.10592174507242,13568098.565533001,82.29898498827117,39.578471747781286,19.712734270107063,-41.59019100615953,154.36602214949178,145.51022558149845,8.765699938908927,19.359161613999404,8763793.493438758,3394968.4105532495,4.852581898547739,0.0,0,,68.85334806622296,2,34.316934628429316
Australia,1966,AUS,Oceania,Australia & New Zealand,279773784.5031712,31434.223640304856,7.610053745281339,2129093.536589892,52.20087101342524,31.69705804857232,5.14302983816701,10.959041099835432,70.70238418491147,20.85154726207087,6.291949499616791,7.449384935403541,2610582.7894491907,2306483.8621512675,2.8636291582711397,0.0,0,0.0,84.20507498409383,5,93.17147093522868
USA,1961,USA,North America,Northern America,281163378.4186102,43442.12288640071,57.92829588005439,16287315.37566895,85.87301512685264,13.618418183515507,29.855330441401023,-29.346763751769174,235.32616898641908,158.72353071134904,10.742094388760412,16.951969163901097,8612372.914938511,7648384.490824448,3.118650820573507,0.0,0,0.0,21.29624480691284,1,55.738611933866615
China,1992,CHN,Asia,East Asia,72779424.01473726,15237.152876726585,54.27877055275489,3950377.6570575833,77.73982129640727,29.7762310794415,27.07528114720593,-34.591333523054715,219.4377002279535,148.72383131454842,14.845995837218352,25.912722404123784,4716536.002436759,4764082.002492686,3.95136745699389,0.0,0,1.0,47.97688768001228,3,98.1721240152319
Russia,2015,RUS,Europe,Eastern Europe,39178625.8213729,27551.144825849926,37.462082450339565,1467712.910811274,77.41699559014255,5.426011370496352,52.19046528772635,-35.03347224836526,20.44709970912185,102.64610591393041,11.183755639547467,39.60335286235336,568142.5351591529,4952909.27971275,3.3892501148172696,0.0,0,0.0,29.813492853763776,4,51.57237515327583
Australia,1992,AUS,Oceania,Australia & New Zealand,207571608.12782326,18883.179821939146,30.97834373967826,6430224.627181503,54.40449409485642,39.515517354156096,32.81617949726014,-26.736190946272657,223.1334332623679,84.88066184671844,11.202080396517937,27.12569184647449,5401301.719730411,7903928.6875903085,1.0227053022914354,0.0,0,0.0,79.4930887474354,2,74.3682535008415
South Africa,1999,ZAF,Africa,Sub-Saharan Africa,169400973.03450558,2492.3889138723216,12.32530838986307,2087919.2341931593,78.5145313957019,26.505235773639015,56.56628621600362,-61.58605338534454,203.88476531203906,33.77134498822481,6.399527305921438,38.13378552148985,7217888.809189331,4295963.49901111,0.8164540136024896,,0,0.0,68.66796648998745,1,87.60146164688338
Brazil,2019,BRA,South America,South America,98900525.1839477,41143.2305242911,23.830602434485954,2356859.0962205236,53.0654899248239,9.188455718240007,29.000745648043107,8.745308708892992,118.89223955045831,65.29585067049152,5.592274229687503,5.188413094037849,5352081.40457248,4995443.81733125,0.7430720002354894,0.0,0,0.0,46.61621734281731,1,74.08722808108485
China,2016,CHN,Asia,East Asia,205650402.52632767,31893.713779600952,12.125824768123401,2493680.7445282913,52.233038342581736,22.448172460010742,40.037493152929805,-14.718703955522273,192.52005860359046,33.22475986465812,10.44329521893607,32.06009480014564,9004732.900631957,7747219.895652637,2.1565985535653764,0.0,0,1.0,87.02520647363546,4,57.72390599810264
China,2008,CHN,Asia,East Asia,19537066.3174606,607.5273835765087,58.2274934923932,1137594.4018603915,63.01391726007198,37.92150216751077,28.7824447340764,-29.71786416165915,53.95209962902685,159.5433321691574,5.236640163641146,21.238618678088304,7530046.393663505,2298725.741076302,1.5721131391334604,0.0,1,0.0,49.868136174326416,1,79.38357537663212
India,1982,IND,Asia,South Asia,15115286.632269142,12853.811040029523,38.10696109877835,575997.6396927646,50.92678538578047,34.73950227714014,19.26688260624635,-4.933170269166965,180.44078602335617,104.41307341065269,8.680541129443396,26.638341559793353,1239727.817001849,9225017.48300472,4.378367258229851,0.0,0,1.0,24.993735460027207,3,87.81948101250701
China,1964,CHN,Asia,East Asia,106938864.67632627,15794.975546954349,21.041140695343028,2250115.6974548297,56.38500903774122,15.462164053569428,1.6473542164572041,26.505472692232146,60.069419664114655,57.6527255052399,5.730920217985503,17.541427205033678,460957.9157365384,6176805.4163070265,4.5215233779133825,0.0,0,1.0,10.95815583190201,4,39.82000381559089
South Africa,2020,ZAF,Africa,Sub-Saharan Africa,58960140.4062161,40670.81125629152,6.175807653862782,364126.4863935337,79.04506970531129,18.86512380225499,47.5997936992281,-45.50998720679439,42.72270720030622,16.921712971584025,11.316698319261384,15.291446592523549,3617015.052558259,6577855.545971671,2.507725151467304,1.0,0,0.0,24.59665260098223,2,91.01954603631664
Australia,1973,AUS,Oceania,Australia & New Zealand,215848259.17053565,38155.30391513154,39.054862963728226,8429924.182864565,83.39701880972424,34.87453456679012,54.1883021972204,-72.45985557373476,68.22968343122608,107.01032452061534,9.855280761116852,17.300515903802953,7040520.580322056,9586050.821335083,2.815130395925333,0.0,0,0.0,89.82590798786043,2,42.66727267679649
France,1967,FRA,Europe,Western Europe,284458529.5345494,20109.12068070822,53.8856612515785,15328235.962620866,57.180856849740415,36.50040590311056,44.015480287567804,-37.696743040418795,45.19895032434921,147.64671182932508,4.543083967685638,25.94758230594345,8570657.325059924,699589.5013487486,1.3580724155840131,,0,0.0,86.36838206516063,1,67.6831058549742
Japan,1979,JPN,Asia,East Asia,198826596.69170302,8288.439705792938,54.82209606570963,10900090.784250647,82.93190166015307,37.01089650954409,16.341595657672553,-36.28439382736971,45.88270446114778,150.2125432200444,10.539499291727944,26.615997947916007,8606500.81327673,2326900.58939097,0.8345476426450832,1.0,1,0.0,84.79693683054185,2,72.86070914878049
India,2022,IND,Asia,South Asia,196780525.7711416,19608.59155277803,18.93770327301754,3726571.2069622604,69.22120382515274,38.17613337584811,49.01726383621853,-56.41460103721937,266.15062844468235,51.88930696806806,10.255913577158658,24.323306719659374,679224.7838684262,6351761.686427186,1.7026339529823193,0.0,0,1.0,15.338474399222521,3,33.46823673983258
Germany,1977,DEU,Europe,Western Europe,2972076.452455367,40602.24295874804,69.67903076081835,207091.4065541414,88.31578582530473,22.518971953083827,36.77174334898485,-47.606501127373406,270.73948768407206,190.9205442846423,7.381411636731943,19.244893252558768,8052826.408466229,1277340.9651111779,1.6238390335808388,0.0,1,0.0,22.51247484169717,2,78.67609023617867
Australia,1982,AUS,Oceania,Australia & New Zealand,154170814.54566443,22893.372335674325,41.97069455671083,6470656.166855394,55.57235815368292,35.15316641263031,40.976430879977144,-31.701955446290356,222.8809600679203,114.9997030853877,7.267251538498979,32.40590281155215,2878554.4403460207,3986185.8840636876,3.1300030306063333,1.0,0,1.0,81.4830587585415,4,51.77910650173143
Russia,1988,RUS,Europe,Eastern Europe,245313294.73237267,6235.574320149824,26.580457385985284,6520539.57684948,52.14259129155812,17.14406604300119,3.9760835762435076,26.73725908919718,236.8581772563635,72.83045323759968,13.984346232682519,32.88883222947024,9183792.312614534,6071805.722479892,1.8998328907194941,0.0,1,0.0,72.74625537387699,1,70.51128447895537
Russia,1966,RUS,Europe,Eastern Europe,196581989.23606727,2408.0998838523346,30.53250355964625,6002140.286112565,83.80319623078496,34.33373540588769,34.91009171572907,-53.04702335240171,114.42273512704075,83.65905975343074,4.155833517835193,30.257006508907853,4964208.990086652,1491845.1452661385,1.1895886335112327,0.0,0,0.0,63.200891643442525,2,46.81588096301587
Brazil,1983,BRA,South America,South America,69106933.01000151,17000.09597835979,13.088395200462699,904498.850326801,64.47942181355857,17.161265605904454,33.668827153426435,-15.30951457288947,167.75975322066154,35.862202849267796,14.884980276528218,11.038289027070977,1513784.7112063684,3688742.346546826,4.666552182816434,0.0,0,0.0,74.37061730580552,5,94.52493332676568
Australia,2005,AUS,Oceania,Australia & New Zealand,254694099.27973303,7843.959145531884,37.06813014251642,9441034.01863214,68.28680768817158,26.291127316753837,39.70008491379923,-34.27801991872465,246.2680342495582,101.56667659049499,5.632252373787756,17.905344049967766,9928086.96914448,5352613.451938372,0.728874835096923,0.0,0,0.0,57.23792435924164,4,82.71569935869815
Australia,1984,AUS,Oceania,Australia & New Zealand,289348640.5403395,37379.538333851786,53.96420345747389,15614468.90826236,70.47176023248527,21.39627283123872,46.29789553009483,-38.16592859381882,151.84697987315272,147.86191747347848,6.384135381123528,36.85960777808283,2044087.3210544442,7434483.919682349,3.427060493060842,0.0,0,0.0,51.835882601628256,5,96.85724712813558
USA,1973,USA,North America,Northern America,84418861.40258086,14298.462293994718,31.61165633691028,2668620.035011646,83.0066691194439,36.25287198034327,24.278077133737483,-43.537618233524654,223.71757275135462,86.61593836313418,7.810918942251462,21.33605217351358,2737423.9571769354,462043.5474016949,1.9753935158520943,1.0,1,,20.149566179602225,5,74.08682878298896
Russia,1997,RUS,Europe,Eastern Europe,62921208.3075762,43933.92503249175,61.34542273860715,3859928.122852222,53.04001523029344,7.328231081185723,9.29844946738546,30.33330422113538,132.790089987069,168.0864583037836,15.735557191210962,23.27588181654668,5285160.411854256,1721754.494689004,3.4618841553563646,0.0,0,0.0,66.65328344892355,5,64.06149141670264
Russia,1962,RUS,Europe,Eastern Europe,102219544.49115008,31058.789824116528,35.98890457130618,3678769.4320143866,72.0449706835683,38.20776030537026,55.43209745579008,-65.68482844472862,110.41049401678515,98.60959852537894,14.474953830566692,33.72527440131069,265026.9133222272,3577588.636973268,2.5177113333474703,0.0,0,0.0,47.62942872538253,2,74.70826189075608
Germany,2012,DEU,Europe,Western Europe,19884326.879423656,19986.3561108101,63.5396385859814,1263442.9434440946,67.222729567385,21.173307315132515,46.59418685863569,-34.990223741153216,255.59335139915564,174.09860972558906,13.167441424842375,37.845388948508386,8262807.5742341885,627641.596496441,4.894870780765353,0.0,1,0.0,87.94158358634367,1,50.3521273252118
Mexico,2005,MEX,North America,Central America,262156369.2529758,30697.84893906888,50.708244724638504,13293489.328202594,63.611212283898105,21.84875437223552,32.42212857998708,-17.882095236120705,106.46983655359065,138.9405905455095,13.497036910082546,37.77037924266206,4519820.889543703,5092528.329863172,1.2642782744068706,0.0,0,1.0,17.416244780888928,4,93.11538604045293
Brazil,1973,BRA,South America,South America,278860544.67921185,15111.111665105427,8.575630603308408,2391405.021006301,63.92524882571031,33.97359457085965,21.271762336580423,-19.17060573315038,147.92510596697602,23.49722785306504,8.979279602629367,13.928707731325833,3510693.643329007,8359997.360953294,1.2041359846567927,0.0,0,0.0,52.424582149161324,3,44.11625173615199
Japan,1962,JPN,Asia,East Asia,190357608.85030594,7495.532012370038,9.356135205954018,1781011.5258855717,87.21363018343155,28.31636922997109,59.03825397438549,-74.56825338778813,41.35877357710349,25.635810464314012,13.979965487293441,7.549692370650977,4400234.1794882,5834917.386895994,1.8158787569684398,0.0,0,0.0,50.670194967066834,1,42.5962507022917
Germany,2001,DEU,Europe,Western Europe,229536109.04318035,48226.79094870827,57.00691604874207,13085145.698379489,60.724500892133065,38.37984923071005,5.60740617333323,-4.711756296176347,157.86977918324692,156.19894997355328,4.96634455695746,23.172386100896986,9692064.816002212,9265603.155920628,1.5847973094477,1.0,0,1.0,81.65282196928571,2,69.29896608340513
India,2023,IND,Asia,South Asia,200926552.55311167,28376.491554709366,28.193541309698546,5664831.059621469,68.18476660436738,24.13156626590287,56.076895262672664,-48.39322813294291,185.65504548511447,77.25030318857402,9.694694095432922,29.402965990276247,4925196.559244035,5371417.236258705,3.7833253605507875,1.0,0,0.0,60.56035118986778,5,76.1659583317209
Mexico,2023,MEX,North America,Central America,113828914.55767085,862.7420021128298,17.300929795101347,1969346.0594148529,69.71209390955858,24.55281339147391,24.24879829692879,-18.513705597961263,123.2904091227812,47.4045476385777,13.077652011433626,31.88646270363214,7528963.891907503,5363185.43294486,2.7958316706411783,0.0,0,0.0,22.85304210622673,2,79.96739776848833
India,1968,IND,Asia,South Asia,189980666.25422546,15860.553211631002,61.24583126460495,11635523.82894352,78.79455125975693,39.00959329097634,5.809406589152559,-23.61355113988583,197.54326960291718,167.8135776650176,10.817768319241754,28.30501100339776,151908.62964006068,8219731.671953305,2.4929350554892604,0.0,0,0.0,57.34874219543351,2,58.73372113873695
Japan,2012,JPN,Asia,East Asia,251059731.09165877,8396.95745922023,68.91493330478393,17301764.62369865,70.75946235396688,37.425406658531784,22.750399660907075,-30.935268673405744,137.98713116760007,188.826917255108,14.174940883265773,8.105342432221677,7555237.49137368,9605315.896901034,2.3765009628159532,0.0,0,0.0,71.85863543829961,3,91.67672439629808
USA,1966,USA,North America,Northern America,243162315.66049436,13280.074002882166,57.56863529068206,13998522.666696707,74.8493095609774,12.30425367167318,44.97926266499529,-32.13282589764589,133.62419305629868,157.73806069646886,5.496183299357934,16.703662711249887,948313.5460795833,8956339.748643992,3.1451739118929445,0.0,0,0.0,12.791641241009923,4,52.5270462093909
Japan,1985,JPN,Asia,East Asia,25236200.39858568,3257.9182268099744,52.133418393666396,1315649.394045878,65.95323422578659,15.743067799939965,25.486372280565732,-7.182674306292284,132.56816668720762,142.84556639864593,3.7004715663788543,5.208530013585082,7936725.99443236,1645347.4295879921,4.969413099414741,0.0,1,0.0,66.33926387026264,2,89.25815922267985
India,1966,IND,Asia,South Asia,139317687.202392,12631.73858474015,5.062306385476488,705268.817534485,78.74466547045745,26.886859454630034,29.582128111203787,-35.21365303629128,259.27570886530634,13.870719496205577,9.379143008156825,32.764229633507156,9183898.506124834,9951160.227033604,3.356413701242571,0.0,0,0.0,14.67796706532929,2,51.015762411623356
Russia,1966,RUS,Europe,Eastern Europe,119799117.72321774,34309.296976372774,11.888305205123629,1424208.4747981478,68.63407202900964,37.87812516798481,49.40756738987152,-55.919764586865995,221.02846564349935,32.57395626203875,11.336493065390108,7.990842499669521,2339682.560736125,3538576.335515449,4.234538649674964,0.0,0,1.0,49.89428916803347,1,85.60313796394844
Indonesia,2003,IDN,Asia,Southeast Asia,225850614.98817953,41120.17259589181,48.611346470471275,10978902.495759407,58.90852456171741,24.71748876170427,36.93127982557847,-20.557293149000145,142.4331845738863,133.1950893290913,10.344305916900389,26.037769820261314,2771785.020241804,3335479.5525171277,3.316676203889326,1.0,1,0.0,23.85762854403516,3,31.936077630133028
Indonesia,2017,IDN,Asia,Southeast Asia,150911405.9241892,17695.904872808853,31.621692772852974,4772074.114054015,82.67720873898908,30.64880344818735,40.08482332296385,-53.41083551014029,195.22660275628812,86.64343819761716,7.4558278331057775,17.026537385387257,8080575.323075161,7190727.846535388,4.217323513349329,0.0,1,0.0,52.03754623623145,4,48.49095905423307
Australia,1995,AUS,Oceania,Australia & New Zealand,105560631.46225646,26362.054553147256,6.265896080776235,661431.9469636173,80.61808683442533,8.289953951815408,9.24104990342043,1.8509093103388352,248.87750342390038,17.168555261326887,11.539321834631739,21.15229631993519,7847134.261758185,4866013.061661767,2.9072109013203646,0.0,0,1.0,49.15968674712228,2,96.96315517501978
Brazil,2011,BRA,South America,South America,212198578.41736725,2568.634547053946,53.15652832458349,11279739.744079133,75.099605828123,23.29184559070046,15.147311753358712,-13.538763172182172,142.2326211577366,145.64888760935878,15.315689134682822,15.234713581609235,7930058.551301384,886675.8204433456,0.9088427999390372,0.0,0,1.0,61.12091032444578,3,64.67557586374951
South Africa,1972,ZAF,Africa,Sub-Saharan Africa,142599977.58043373,4994.639621012882,32.21972993745146,4594532.766728208,70.87788853039184,10.166058175448196,24.6754112248491,-5.719357930689142,254.8503541119108,88.28206002861701,10.150002319381706,30.86377362463302,8080148.078485597,8344794.746381304,2.3648288313822046,1.0,1,0.0,74.16149375296298,4,75.57744547687501
China,1962,CHN,Asia,East Asia,77730584.29813953,27820.245023722964,47.823626854832725,3717358.4586823443,58.33984426718405,14.122124074372074,6.589805577955157,20.948226080488723,61.364317936297425,131.03673758224167,5.314519073108915,16.593196660468074,3452952.4173872992,8645186.432737352,4.813380141346865,1.0,0,0.0,66.04318711508195,4,59.072267745701794
Japan,1979,JPN,Asia,East Asia,267234659.86045748,42108.55708632005,35.44182343585982,9471283.630716389,84.73416332820241,10.820659999228663,16.746550735912702,-12.301374063343786,181.95038726140496,97.1105962142559,9.592063759148807,30.046267542426516,9503527.598537829,8448747.76612536,3.9866018521818005,0.0,1,0.0,60.76504539754353,2,84.23636958865829
South Africa,1968,ZAF,Africa,Sub-Saharan Africa,34801306.59776246,4855.404270171482,6.722351435553282,233946.61336659835,53.88769363129383,10.806922044341132,50.00939912171782,-14.704014797352784,114.42444598314606,18.419242933415994,11.91345928431255,18.423402225169788,8984466.040252239,5481407.944134862,3.572685232745943,,0,0.0,54.17834142465756,5,99.72587058600799
Germany,2012,DEU,Europe,Western Europe,6408224.35876048,21218.0600950077,46.335096924251836,296925.6967755184,65.3273507450615,39.70976365713979,1.3282276518747715,-6.365342054076052,38.78883401115392,126.95816557245004,5.63587293483082,19.29439834950611,1277168.6966315089,2951820.096283333,1.2149984180882742,0.0,1,0.0,72.59106994166393,3,55.863365910160695
India,2021,IND,Asia,South Asia,44029398.76176378,48536.021058582286,56.22558895203766,2475578.8765842863,84.10243728486279,15.438587575065704,3.0559290291223284,-2.596953889050809,268.6056410916996,154.0581137285832,9.058228306134737,24.086454461355,422035.6601206743,8548501.727173407,0.8793430630861383,0.0,0,1.0,85.14971231001957,2,86.9506739291124
France,1981,FRA,Europe,Western Europe,49929332.79570592,37070.230996068814,15.138491276303082,755854.7689594275,73.82267152440136,24.79197190794851,41.22282981534125,-39.83747324769112,151.99173282307677,41.47946609707045,11.038153655411412,20.22867010027465,9179819.827560432,8978831.352677995,1.6982283019610371,0.0,0,0.0,34.879191669423705,4,34.91921562665675
Australia,2011,AUS,Oceania,Australia & New Zealand,161874617.81422213,10281.35940387026,62.9203401996739,10185206.02256305,67.54479513671777,5.702989703625931,23.168449095500154,3.5837660641561513,166.7466307248529,172.40173214710651,4.472464189763716,25.686772187808558,2148067.643211461,9183739.85023322,3.8285651233104376,0.0,0,0.0,23.6855230299452,5,89.13202180184618
Mexico,2004,MEX,North America,Central America,187834784.6904742,14616.126224708862,16.80151460263225,3155908.877859287,81.65443214024862,33.22351682082647,46.3817717322821,-61.25972069335717,160.08711328332427,46.036150011212364,5.043588313614726,37.12474458112521,7411273.640158404,6757127.155875222,3.4511458712023457,0.0,0,1.0,52.41217020685502,5,87.78121015996481
France,1992,FRA,Europe,Western Europe,135134729.08358094,47421.8535073355,32.484381268083624,4389768.062110232,89.58056173039151,28.807970901101676,55.91058758874451,-74.29912022023768,167.3950090739913,89.00720467454913,12.126780989440253,17.66315126754928,6622576.942889465,5354147.17599222,0.7938531361047195,0.0,1,0.0,56.62085708468015,2,98.96602407490845
Russia,2020,RUS,Europe,Eastern Europe,62047202.33841376,11438.890807205284,39.26715652158681,2436417.20594906,57.55253578464536,13.007248059690474,16.003669393604408,13.436546762059763,179.9146441777468,107.59200886914788,6.972106836985548,29.85192109598672,7249064.8481685575,28667.92830342857,0.7832390245936054,0.0,1,,38.110038950262926,5,56.007862044997054
China,1982,CHN,Asia,East Asia,40525078.73938364,22324.915408541452,25.401274262864185,1029388.6395832502,52.02932007563188,6.262103097852735,2.219247088083476,39.489329738431906,262.7476245457326,69.59949148024788,3.7970720307853787,35.57121776189463,6178072.9038054515,1242353.2573635287,1.8698005348001052,0.0,0,1.0,47.71903061711133,4,69.06093140446043
Indonesia,2020,IDN,Asia,Southeast Asia,148153438.76799423,18102.697652559014,37.52971793203456,5560156.767623777,68.51952156364878,14.610334533531372,27.355426525652064,-10.485282622832216,284.84610997855134,102.8314271337747,12.550156065085172,7.8710860932584215,2863351.2525449833,4864707.392345145,4.866411908134819,0.0,1,0.0,81.75234147253124,5,36.431276887004095
Russia,1982,RUS,Europe,Eastern Europe,170079443.1983238,24756.92218246216,51.693165303617434,8791944.771998163,61.49584443980221,27.00031388761324,57.853305931834726,-46.34946425925017,189.6206427070423,141.6392729319118,5.900244413771002,24.53143528375728,5940248.926570208,7239626.86367646,1.168282532848953,0.0,0,0.0,30.76473178597963,2,90.52181119549624
South Africa,1997,ZAF,Africa,Sub-Saharan Africa,91884450.13933873,12210.719254827696,51.439588040777736,4726498.262520967,76.67006149233075,5.532100987234189,32.7257165017841,-14.92787898134904,119.02593094434287,140.944471231731,4.515822342359154,9.153099139992033,5319356.061897383,497084.4528898111,2.355575260275347,0.0,1,1.0,85.869963210801,1,51.191353987570054
Germany,2011,DEU,Europe,Western Europe,66911544.254951276,33583.34628323557,64.94837726157806,4345796.219425351,69.7703343486631,7.637558118010144,22.64671747981418,-0.05460994648743167,159.35605891446295,177.9585536967239,11.609869017140197,32.57006483995032,3063126.7390638804,5399012.809526566,3.3228966749932938,0.0,0,1.0,35.845000051166444,3,48.594627252671366
